sentence|sentiment|chapter|book|spells|characters|groups
 I hope  the Muggles didn’t give you a hard time|0.3612|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 I asked Dad,  and he reckons I shouldn’t have shouted|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  It’s amazing here in Egypt|0.5859|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Bill’s taken us around all  the tombs and you wouldn’t believe the curses those  old Egyptian wizards put on them|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Bill Weasley'}|{'Weasley Family', 'Order of the Phoenix'}
 Mum wouldn’t let  Ginny come in the last one|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ginny Weasley'}|"{'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Weasley Family'}"
 There were all these  mutant skeletons in there, of Muggles who’d broken in  and grown extra heads and stuff|-0.4767|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  I couldn’t believe it when Dad won the Daily Prophet  Draw|0.5719|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Seven hundred galleons! Most of it’s gone on  this trip, but they’re going to buy me a new wand for  next year|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Harry remembered only too well the occasion when  Ron’s old wand had snapped|0.2732|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 It had happened when  the car the two of them had been flying to Hogwarts  had crashed into a tree on the school grounds|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  We’ll be back about a week before term starts and  we’ll be going up to London to get my wand and our  new books|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Any chance of meeting you there?  Don’t let the Muggles get you down!  Try and come to London,  Ron  PS|0.3164|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 Percy’s Head Boy|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Percy Weasley'}|{'Gryffindor', 'Prefect', 'Weasley Family', 'Minstry'}
 He got the letter last week|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Harry glanced back at the photograph|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 Percy, who  was in his seventh and final year at Hogwarts, was  looking particularly smug|0.2716|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Percy Weasley'}|{'Gryffindor', 'Prefect', 'Weasley Family', 'Minstry'}
 He had pinned his Head  Boy badge to the fez perched jauntily on top of his  neat hair, his horn-rimmed glasses flashing in the  Egyptian sun|0.5859|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Harry now turned to his present and unwrapped it|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  Inside was what looked like a miniature glass  spinning top|0.5106|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 There was another note from Ron  beneath it|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  Harry — this is a Pocket Sneakoscope|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 If there’s  someone untrustworthy around, it’s supposed to light  up and spin|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Bill says it’s rubbish sold for wizard  tourists and isn’t reliable, because it kept lighting up at  dinner last night|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Bill Weasley'}|{'Weasley Family', 'Order of the Phoenix'}
 But he didn’t realize Fred and George  had put beetles in his soup|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Fred Weasley', 'George Weasley'}|"{""Dumbledore's Army"", 'Gryffindor', 'Weasley Family', 'Gryffindor Quidditch'}"
  Bye —  Ron  Harry put the Pocket Sneakoscope on his bedside  table, where it stood quite still, balanced on its point,  reflecting the luminous hands of his clock|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He looked  at it happily for a few seconds, then picked up the  parcel Hedwig had brought|0.5574|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hedwig'}|{'Pet'}
  Inside this, too, there was a wrapped present, a card,  and a letter, this time from Hermione|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
  Dear Harry,  Ron wrote to me and told me about his phone call to  your Uncle Vernon|0.3818|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Vernon Dursley', 'Harry Potter', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Dursley Family', 'Potter Family', 'Gryffindor Quidditch'}"
 I do hope you’re all right|0.4404|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  I’m on holiday in France at the moment and I didn’t  know how I was going to send this to you — what if  they’d opened it at customs? — but then Hedwig  turned up! I think she wanted to make sure you got  something for your birthday for a change|0.6239|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hedwig'}|{'Pet'}
 I bought your  present by owl-order; there was an advertisement in  the Daily Prophet (I’ve been getting it delivered; it’s so  good to keep up with what’s going on in the wizarding  world)|0.5777|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Did you see that picture of Ron and his family a  week ago? I bet he’s learning loads|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 I’m really jealous  — the ancient Egyptian wizards were fascinating|0.0534|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  There’s some interesting local history of witchcraft  here, too|0.4019|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 I’ve rewritten my whole History of Magic  essay to include some of the things I’ve found out|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 I  hope it’s not too long — it’s two rolls of parchment more  than Professor Binns asked for|0.4404|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Cuthbert Binns'}|{'Teacher', 'Ghost'}
  Ron says he’s going to be in London in the last week of  the holidays|0.3818|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 Can you make it? Will your aunt and  uncle let you come? I really hope you can|0.5504|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 If not, I’ll see  you on the Hogwarts Express on September first!  Love from  Hermione  PS|0.6696|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
 Ron says Percy’s Head Boy|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Percy Weasley', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Minstry', 'Gryffindor Quidditch'}"
 I’ll bet Percy’s really  pleased|0.4927|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Percy Weasley'}|{'Gryffindor', 'Prefect', 'Weasley Family', 'Minstry'}
  Ron doesn’t seem too happy about it|0.5719|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  Harry laughed as he put Hermione ’s letter aside and  picked up her present|0.4588|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 It was very heavy|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Knowing  Hermione, he was sure it would be a large book full of  very difficult spells — but it wasn’t|-0.0635|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
 His heart gave a  huge bound as he ripped back the paper and saw a  sleek black leather case, with silver words stamped  across it, reading Broomstick Servicing Kit|0.7579|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Wow, Hermione!” Harry whispered, unzipping the  case to look inside|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  There was a large jar of Fleetwood’s High-Finish  Handle Polish, a pair of gleaming silver Tail-Twig  Clippers, a tiny brass compass to clip on your broom  for long journeys, and a Handbook of Do-It-Yourself  Broomcare|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Apart from his friends, the thing that Harry missed  most about Hogwarts was Quidditch, the most  popular sport in the magical world — highly  dangerous, very exciting, and played on broomsticks|0.7918|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  Harry happened to be a very good Quidditch player;  he had been the youngest person in a century to be  picked for one of the Hogwarts House teams|0.4927|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 One of  Harry’s most prized possessions was his Nimbus Two  Thousand racing broom|0.5709|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  Harry put the leather case aside and picked up his  last parcel|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He recognized the untidy scrawl on the  brown paper at once: this was from Hagrid, the  Hogwarts gamekeeper|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
 He tore off the top layer of  paper and glimpsed something green and leathery,  but before he could unwrap it properly, the parcel  gave a strange quiver, and whatever was inside it  snapped loudly — as though it had jaws|-0.2023|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Harry froze|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He knew that Hagrid would never send  him anything dangerous on purpose, but then,  Hagrid didn’t have a normal person’s view of what  was dangerous|-0.7351|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
 Hagrid had been known to befriend  giant spiders, buy vicious, three-headed dogs from  men in pubs, and sneak illegal dragon eggs into his  cabin|-0.7269|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
  Harry poked the parcel nervously|-0.1531|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 It snapped loudly  again|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Harry reached for the lamp on his bedside  table, gripped it firmly in one hand, and raised it over  his head, ready to strike|0.6808|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 Then he seized the rest of  the wrapping paper in his other hand and pulled|0.4939|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  And out fell — a book|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Harry just had time to register  its handsome green cover, emblazoned with the  golden title The Monster Book of Monsters, before it  flipped onto its edge and scuttled sideways along the  bed like some weird crab|0.6124|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “Uh-oh,” Harry muttered|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  The book toppled off the bed with a loud clunk and  shuffled rapidly across the room|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Harry followed it  stealthily|0.0258|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 The book was hiding in the dark space  under his desk|-0.296|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Praying that the Dursleys were still  fast asleep, Harry got down on his hands and knees  and reached toward it|0.4404|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “Ouch!”  The book snapped shut on his hand and then flapped  past him, still scuttling on its covers|0.5411|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Harry  scrambled around, threw himself forward, and  managed to flatten it|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 Uncle Vernon gave a loud,  sleepy grunt in the room next door|0.0|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Vernon Dursley'}|{'Dursley Family'}
  Hedwig and Errol watched interestedly as Harry  clamped the struggling book tightly in his arms,  hurried to his chest of drawers, and pulled out a belt,  which he buckled tightly around it|-0.0772|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Errol', 'Harry Potter', 'Hedwig'}|"{'Golden Trio', 'Pet', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 The Monster Book  shuddered angrily, but could no longer flap and snap,  so Harry threw it down on the bed and reached for  Hagrid’s card|-0.4767|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Harry Potter'}|"{'Golden Trio', 'Order of the Phoenix', 'Gamekeeper', 'Teacher', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  Dear Harry,  Happy birthday!  Think you might find this useful for next year|0.874|36 Owl Post  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
